,Country,Ranking,Year,Total,Antidiscrimination Legislation,Marriage / Civil Partnership,Adoption Allowed,LGBT Marketing,Equal Age of Consent,Religious Influence,HIV Travel Restrictions,Anti-Gay Laws,Homosexuality Illegal,Pride Banned,Locals Hostile,Prosecution,Murders,Death Sentence,Trans Gender Rights,Intersex / 3rd Option,Conversion Therapy
0,Afghanistan,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,0,-2,-1,0,0,0
1,Albania,55,2015,0,2,0,0,0,1,-1,0,0,0,0,-2,0,0,0,0,0,0
2,Algeria,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
3,Andorra,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,Angola,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
5,Antigua & Barbuda,104,2015,-4,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0
6,Argentina,22,2015,4,0,2,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
7,Armenia,77,2015,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
8,Aruba,43,2015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,Australia,22,2015,4,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10,Austria,22,2015,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11,Azerbaijan,77,2015,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0
12,Bahamas,141,2015,-6,0,0,0,0,0,-1,0,-1,0,0,-2,0,-2,0,0,0,0
13,Bahrain,122,2015,-5,0,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,0,0,0
14,Bangladesh,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
15,Barbados,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
16,Belarus,122,2015,-5,0,0,0,0,1,-1,-1,-1,0,-1,-2,0,0,0,0,0,0
17,Belgium,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18,Belize,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
19,Benin,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
20,Bhutan,141,2015,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,0,0,0
21,Bolivia,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
22,Bosnia-Herzegovina,43,2015,1,2,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0
23,Botswana,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
24,Brazil,18,2015,5,1,2,1,1,1,-1,0,0,0,0,0,0,0,0,0,0,0
25,British US Virgin Islands,55,2015,0,3,0,0,0,1,-2,0,-1,0,0,-1,0,0,0,0,0,0
26,Brunei,141,2015,-6,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,0,0,0
27,Bulgaria,40,2015,2,2,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
28,Burundi,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
29,Cape Verde,90,2015,-2,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0
30,Cambodia,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
31,Cameroon,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
32,Canada,3,2015,8,3,2,2,1,1,0,-1,0,0,0,0,0,0,0,0,0,0
33,Central African Republic,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
34,Chad,104,2015,-4,0,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,0,0
35,Chile,77,2015,-1,1,1,0,0,0,-1,0,0,0,0,0,0,-2,0,0,0,0
36,China incl. Hong Kong,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
37,Colombia,55,2015,0,2,1,0,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
38,Comoros Islands,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
39,Costa Rica,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
40,Croatia,43,2015,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
41,Cuba,104,2015,-4,0,0,0,0,1,0,-1,-1,0,0,-1,0,-2,0,0,0,0
42,Cyprus,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
43,Czech Republic,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,Dem. Rep. of Congo,104,2015,-4,0,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,0,0
45,Denmark,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
46,Djibouti,141,2015,-6,0,0,0,0,0,-2,0,0,-1,0,-2,-1,0,0,0,0,0
47,Dominica,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
48,Dominican Republic,122,2015,-5,0,0,0,0,0,-1,-1,0,0,0,-1,0,-2,0,0,0,0
49,Ecuador,40,2015,2,3,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
50,Egypt,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
51,El Salvador,96,2015,-3,1,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,0,0,0
52,Equatorial Guinea,104,2015,-4,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,0,0,0
53,Eritrea,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
54,Estonia,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Ethiopia,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
56,Fiji,90,2015,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
57,Finland,9,2015,7,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
58,France,3,2015,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
59,French Polynesia,14,2015,6,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
60,Gabon,90,2015,-2,0,0,0,0,1,-1,0,0,0,0,-2,0,0,0,0,0,0
61,Gambia,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
62,Georgia,96,2015,-3,1,0,0,0,1,-2,0,0,0,0,-1,0,-2,0,0,0,0
63,Germany,14,2015,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
64,Ghana,141,2015,-6,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,0,0,0
65,Gibraltar,22,2015,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,Greece,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
67,Greenland,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
68,Grenada,122,2015,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
69,Guadeloupe,18,2015,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
70,Guam,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
71,Guatemala,104,2015,-4,0,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,0,0,0
72,Guinea-Bissau,77,2015,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
73,Guyana,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
74,Haiti,122,2015,-5,0,0,0,0,1,-2,0,0,0,0,-2,0,-2,0,0,0,0
75,Honduras,96,2015,-3,1,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,0,0,0
76,Hungary,39,2015,3,2,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
77,Iceland,9,2015,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
78,India,104,2015,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
79,Iran,192,2015,-13,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-2,-5,0,0,0
80,Iraq,161,2015,-7,0,0,0,0,0,-2,-1,0,0,0,-2,0,-2,0,0,0,0
81,Ireland,22,2015,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,Israel,22,2015,4,1,1,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
83,Italy,55,2015,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
84,Jamaica,183,2015,-9,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-2,0,0,0,0
85,Japan,55,2015,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
86,Jordan,176,2015,-8,0,0,0,0,1,-2,-1,-1,0,0,-2,-1,-2,0,0,0,0
87,Kazakhstan,77,2015,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0
88,Kenya,122,2015,-5,0,0,0,0,1,-1,0,-1,-1,0,-2,-1,0,0,0,0,0
89,Korea South,104,2015,-4,0,0,0,0,1,-2,-1,-1,0,0,-1,0,0,0,0,0,0
90,Kosovo,55,2015,0,3,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
91,Kuwait,161,2015,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
92,Kyrgyzstan,96,2015,-3,0,0,0,0,1,-1,-1,0,0,0,-2,0,0,0,0,0,0
93,Laos,77,2015,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
94,Latvia,55,2015,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0
95,Bermuda,45,2018,2,1,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
96,Bosnia-Herzegovina,45,2018,2,2,0,0,0,1,0,0,0,0,-1,-1,0,0,0,1,0,0
97,Croatia,45,2018,2,2,1,0,0,1,-1,0,-1,0,0,-1,0,0,0,1,0,0
98,Greece,45,2018,2,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
99,Liechtenstein,45,2018,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,Lithuania,45,2018,2,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
101,Macao,45,2018,2,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
102,Seychelles,45,2018,2,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
103,Slovakia,45,2018,2,2,0,0,0,1,0,0,-1,0,0,-1,0,0,0,1,0,0
104,Taiwan,45,2018,2,2,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0
105,Brazil,55,2018,1,1,2,2,0,1,-1,0,0,0,0,0,0,-2,0,-2,0,0
106,Cambodia,55,2018,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
107,Chile,55,2018,1,1,1,0,0,0,-1,0,0,0,0,0,0,-1,0,1,0,0
108,Cuba,55,2018,1,1,0,0,0,1,0,-1,0,0,0,0,-1,0,0,1,0,0
109,Cyprus,55,2018,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
110,El Salvador,55,2018,1,2,0,0,0,1,-1,0,0,0,0,-1,0,-1,0,1,0,0
111,Hungary,55,2018,1,2,1,0,0,1,-1,0,-1,0,0,0,0,0,0,-1,0,0
112,Japan,55,2018,1,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
113,Mexico,55,2018,1,1,1,2,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
114,Mongolia,55,2018,1,1,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
115,Panama,55,2018,1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,1,0,0
116,US Virgin Islands,55,2018,1,1,2,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,0
117,Aruba,67,2018,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
118,Benin,67,2018,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
119,Bulgaria,67,2018,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
120,China incl. Hong Kong,67,2018,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
121,Costa Rica,67,2018,0,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,-1,0,0
122,Curacao,67,2018,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
123,Latvia,67,2018,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,0,0,0,0
124,Montenegro,67,2018,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
125,Romania,67,2018,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
126,Serbia,67,2018,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
127,St. Maarten,67,2018,0,2,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
128,Thailand,67,2018,0,2,0,0,0,1,0,0,0,0,0,-1,0,-1,0,-1,0,0
129,Vietnam,67,2018,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
130,Albania,80,2018,-1,2,0,0,0,1,-1,0,0,0,0,-2,0,0,0,-1,0,0
131,Botswana,80,2018,-1,2,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,1,0,0
132,British US Virgin Islands,80,2018,-1,3,0,0,0,1,-2,0,-1,0,0,-1,0,0,0,-1,0,0
133,Guinea-Bissau,80,2018,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
134,Kazakhstan,80,2018,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0
135,Kosovo,80,2018,-1,3,0,0,0,1,-2,0,0,0,0,-2,0,0,0,-1,0,0
136,Laos,80,2018,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
137,Macedonia,80,2018,-1,0,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,1,0,0
138,Moldova,80,2018,-1,1,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,1,0,0
139,Canada,1,2018,10,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
140,Sweden,1,2018,10,3,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
141,Belgium,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
142,Denmark,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
143,Finland,3,2018,9,3,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
144,France,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
145,Germany,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
146,Iceland,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
147,Netherlands,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
148,New Zealand,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
149,Norway,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
150,Reunion,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
151,Spain,3,2018,9,2,2,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
152,United Kingdom,3,2018,9,3,2,2,0,1,0,0,0,0,0,-1,0,0,0,2,0,0
153,Austria,15,2018,8,2,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0
154,Gibraltar,15,2018,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
155,Greenland,15,2018,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
156,Ireland,15,2018,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
157,Luxembourg,15,2018,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
158,Uruguay,15,2018,8,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0
159,Colombia,21,2018,7,2,2,2,0,1,0,0,0,0,0,0,0,-1,0,1,0,0
160,French Polynesia,21,2018,7,2,2,2,0,1,-1,0,0,0,0,0,0,0,0,1,0,0
161,Israel,21,2018,7,2,1,2,0,1,-1,0,0,0,0,0,0,0,0,2,0,0
162,Malta,21,2018,7,2,1,2,0,1,-1,0,0,0,0,0,0,0,0,2,0,0
163,New Caledonia,21,2018,7,2,2,2,0,1,0,0,0,0,0,-1,0,0,0,1,0,0
164,Switzerland,21,2018,7,2,1,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0
165,Andorra,27,2018,6,3,1,2,0,1,0,0,0,0,0,0,0,0,0,-1,0,0
166,Australia,27,2018,6,1,2,1,0,1,0,-1,0,0,0,0,0,0,0,2,0,0
167,Guadeloupe,27,2018,6,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
168,Martinique,27,2018,6,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
169,Portugal,27,2018,6,3,2,2,0,1,-1,0,0,0,0,0,0,0,0,-1,0,0
170,Slovenia,27,2018,6,3,2,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
171,South Africa,27,2018,6,3,2,2,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0
172,Argentina,34,2018,5,1,2,2,0,1,-1,0,0,0,0,-1,0,-1,0,2,0,0
173,Czech Republic,34,2018,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,Estonia,34,2018,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,Guam,34,2018,5,1,2,0,0,1,0,0,0,0,0,-1,0,0,0,2,0,0
176,Puerto Rico,34,2018,5,2,2,2,0,1,-1,0,0,0,0,-1,0,-2,0,2,0,0
177,USA,39,2018,4,2,2,2,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,0
178,Bolivia,40,2018,3,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,2,0,0
179,Ecuador,40,2018,3,3,1,0,0,1,-1,-1,0,0,0,-1,0,0,0,1,0,0
180,Italy,40,2018,3,1,1,0,0,1,-1,0,0,0,0,0,0,0,0,1,0,0
181,Mozambique,40,2018,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
182,Nepal,40,2018,3,3,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,0,0
183,Monaco,80,2018,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
184,Nicaragua,80,2018,-1,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,-1,0,0
185,Poland,80,2018,-1,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
186,San Marino,80,2018,-1,1,0,0,0,1,-2,0,0,0,0,-1,0,0,0,0,0,0
187,Singapore,80,2018,-1,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,1,0,0
188,Armenia,94,2018,-2,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1,0,0
189,Cape Verde,94,2018,-2,1,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0
190,Gabon,94,2018,-2,0,0,0,0,1,-1,0,0,0,0,-2,0,0,0,0,0,0
191,Georgia,94,2018,-2,2,0,0,0,1,-2,0,0,0,0,-1,0,-1,0,-1,0,0
192,Honduras,94,2018,-2,2,0,0,0,1,-1,0,-1,0,0,-1,0,-1,0,-1,0,0
193,Kyrgyzstan,94,2018,-2,0,0,0,0,1,-1,-1,0,0,0,-2,0,0,0,1,0,0
194,Peru,94,2018,-2,1,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,1,0,0
195,Philippines,94,2018,-2,1,0,0,0,0,-1,0,0,0,0,0,0,-1,0,-1,0,0
196,Ukraine,94,2018,-2,1,0,0,0,1,-1,0,-1,0,-1,-2,0,0,0,1,0,0
197,Venezuela,94,2018,-2,1,0,0,0,1,-1,0,0,0,0,-1,0,-1,0,-1,0,0
198,Burkina Faso,104,2018,-3,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
199,Fiji,104,2018,-3,0,0,0,0,1,-1,-1,-1,0,0,-1,0,0,0,0,0,0
200,India,104,2018,-3,1,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,1,0,0
201,Indonesia,104,2018,-3,0,0,0,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0
202,Lebanon,104,2018,-3,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,1,0,0
203,Myanmar,104,2018,-3,0,0,0,0,1,0,0,-1,-1,0,-1,0,0,0,-1,0,0
204,Vanuatu,104,2018,-3,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,-1,0,0
205,Azerbaijan,111,2018,-4,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0
206,Belize,111,2018,-4,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,-1,0,0
207,Mauritius,111,2018,-4,1,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0
208,Namibia,111,2018,-4,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,-1,0,0
209,Rwanda,111,2018,-4,0,0,0,0,1,-2,0,0,0,0,-2,0,0,0,-1,0,0
210,Samoa,111,2018,-4,0,0,0,0,0,-2,0,-1,-1,0,-1,0,0,0,1,0,0
211,Sri Lanka,111,2018,-4,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,1,0,0
212,Syria,111,2018,-4,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,1,0,0
213,Tajikistan,111,2018,-4,0,0,0,0,1,-2,0,-1,0,0,-2,-1,0,0,1,0,0
214,Turkey,111,2018,-4,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,-1,0,1,0,0
215,Antigua & Barbuda,121,2018,-5,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,-1,0,0
216,Bahamas,121,2018,-5,0,0,0,0,0,-1,0,-1,0,0,-2,0,-2,0,1,0,0
217,Barbados,121,2018,-5,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,-1,0,0
218,Belarus,121,2018,-5,0,0,0,0,1,-1,-1,-1,0,-1,-2,-1,0,0,1,0,0
219,Dem. Rep. of Congo,121,2018,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
220,Equatorial Guinea,121,2018,-5,0,0,0,0,1,-2,-1,0,0,0,-2,0,0,0,-1,0,0
221,Guatemala,121,2018,-5,0,0,0,0,1,-1,0,0,0,0,-2,0,-2,0,-1,0,0
222,Korea South,121,2018,-5,0,0,0,0,1,-2,-1,-1,0,0,-1,-1,0,0,0,0,0
223,Madagascar,121,2018,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,0,0,0
224,Republic of the Congo,121,2018,-5,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,0,0,0
225,Suriname,121,2018,-5,0,0,0,0,0,-1,-1,-1,0,0,-1,0,0,0,-1,0,0
226,Tunisia,121,2018,-5,0,0,0,0,1,-1,0,-1,-1,0,-1,0,-1,0,-1,0,0
227,Angola,133,2018,-6,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0
228,Bahrain,133,2018,-6,0,0,0,0,0,-2,0,0,0,0,-2,-1,0,0,-1,0,0
229,Burundi,133,2018,-6,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0
230,Grenada,133,2018,-6,0,0,0,0,0,-1,0,-1,-1,0,-1,-1,0,0,-1,0,0
231,Ivory Coast,133,2018,-6,0,0,0,0,0,-2,0,-1,0,0,-2,0,0,0,-1,0,0
232,Oman,133,2018,-6,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,-1,0,0
233,Pakistan,133,2018,-6,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,-1,0,1,0,0
234,Paraguay,133,2018,-6,0,0,0,0,0,-1,0,-1,0,0,-1,0,-2,0,-1,0,0
235,Sierra Leone,133,2018,-6,0,0,0,0,0,-1,0,-1,-1,0,-2,0,0,0,-1,0,0
236,Trinidad & Tobago,133,2018,-6,0,0,0,0,0,-1,-1,0,-1,0,-1,0,-1,0,-1,0,0
237,Bangladesh,143,2018,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,-1,0,1,0,0
238,Bhutan,143,2018,-7,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,-1,0,0
239,Brunei,143,2018,-7,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,-1,0,0
240,Central African Republic,143,2018,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,0,0
241,Djibouti,143,2018,-7,0,0,0,0,0,-2,0,0,-1,0,-2,-1,0,0,-1,0,0
242,Dominican Republic,143,2018,-7,0,0,0,0,0,-2,-1,-1,0,0,-1,0,-2,0,0,0,0
243,Ghana,143,2018,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,0,0
244,Kenya,143,2018,-7,0,0,0,0,-1,-1,0,-1,-1,0,-2,-1,0,0,0,0,0
245,Liberia,143,2018,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,0,-1,0,0
246,Nigeria,143,2018,-7,0,0,0,0,0,0,0,-1,-1,0,-2,-2,0,0,-1,0,0
247,Togo,143,2018,-7,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,0,0,-1,0,0
248,Tonga,143,2018,-7,0,0,0,0,0,-2,-1,-1,-1,0,-1,0,0,0,-1,0,0
249,Vatican City,143,2018,-7,0,0,0,0,0,-2,0,-1,0,0,-2,-1,0,0,-1,0,0
250,Zambia,143,2018,-7,0,0,0,0,0,-2,0,-1,-1,0,-1,-1,0,0,-1,0,0
251,Chad,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
252,Comoros Islands,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
253,Cook Islands,157,2018,-8,-1,0,0,0,0,-2,-1,-1,-1,0,-2,0,0,0,0,0,0
254,Dominica,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
255,Eritrea,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
256,Ethiopia,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
257,Gambia,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
258,Haiti,157,2018,-8,0,0,0,0,1,-2,0,-1,0,-1,-2,0,-2,0,-1,0,0
260,Iraq,157,2018,-8,0,0,0,0,0,-2,-1,0,0,0,-2,0,-2,0,-1,0,0
261,Maldives,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,-1,0,0
262,Mauritania,157,2018,-8,0,0,0,0,0,-2,0,-1,-1,0,-2,0,0,-1,-1,0,0
263,Morocco,157,2018,-8,0,0,0,0,0,-1,0,-1,-1,0,-2,-1,-1,0,-1,0,0
264,Russia,157,2018,-8,0,0,0,0,1,-2,-1,-1,0,-1,-2,-1,-2,0,1,0,0
